SONG,ALBUM,DATE,TRACK NO,DURATION M,DURATION S,TOTAL S,PLAYS,WORDCOUNT,UK CHART,LP,CS,CD,DL,DVD,COVER?,"FEATURE SONG? IDK, WHEN YOU HAVE A SINGLE FOR AN ALBUM",CHART IF SINGLE,LEMMY,LARRY WALLIS,LUCAS FOX,PHIL TAYLOR,EDDIE CLARKE,BRIAN ROBERTSON,PHIL CAMPBELL,MICHAEL BURSTON,PETE GILL,MIKKEY DEE,DADS BDAY,DADS AGE D,DADS AGE Y,LABEL,EXPLICIT?,MUSIC VIDEO?
Devils In My Head,The World Is Yours,12/14/2010,4,4,21,261,872800,314,45,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"14,991.00",41.07,UDR,0.00,0.00
Rock 'N' Roll Music,The World Is Yours,12/14/2010,5,4,25,265,1044375,377,45,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"14,991.00",41.07,UDR,0.00,0.00
Waiting For The Snake,The World Is Yours,12/14/2010,6,3,41,221,589161,266,45,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"14,991.00",41.07,UDR,0.00,0.00
Brotherhood Of Man,The World Is Yours,12/14/2010,7,5,15,315,5255171,244,45,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"14,991.00",41.07,UDR,0.00,0.00
Outlaw,The World Is Yours,12/14/2010,8,3,30,210,810338,236,45,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"14,991.00",41.07,UDR,0.00,0.00
I Know What You Need,The World Is Yours,12/14/2010,9,2,58,178,521691,259,45,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"14,991.00",41.07,UDR,0.00,0.00
Bye Bye Bitch Bye Bye,The World Is Yours,12/14/2010,10,4,4,244,1313002,249,45,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"14,991.00",41.07,UDR,0.00,0.00
Heartbreaker,Aftershock,11/21/2013,1,3,5,185,5019953,245,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,1.00
Coup de Grace,Aftershock,11/21/2013,2,3,45,225,1876843,247,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Lost Woman Blues,Aftershock,11/21/2013,3,4,9,249,3852372,171,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,1.00
End Of Time,Aftershock,11/21/2013,4,3,17,197,1882616,202,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Do You Believe,Aftershock,11/21/2013,5,2,59,179,1227207,139,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Death Machine,Aftershock,11/21/2013,6,2,37,157,1187738,161,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Dust and Glass,Aftershock,11/21/2013,7,2,51,171,1259917,63,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Going To Mexico,Aftershock,11/21/2013,8,2,51,171,1426480,197,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Silence When You Speak To Me,Aftershock,11/21/2013,9,4,30,270,1091531,213,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Criyng Shame,Aftershock,11/21/2013,10,4,28,268,978506,223,115,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Queen Of The Damned,Aftershock,11/21/2013,11,2,40,160,1166660,196,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Knife,Aftershock,11/21/2013,12,2,57,177,970547,156,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Keep Your Powder Dry,Aftershock,11/21/2013,13,3,54,234,853854,258,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Paralyzed,Aftershock,11/21/2013,14,2,50,170,914762,187,115,1,0,1,1,1,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,064.00",44.01,UDR,0.00,0.00
Victory Or Die,Bad Magic,8/28/2015,1,3,8,188,7487027,285,10,1,0,1,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
Thunder & Lightning,Bad Magic,8/28/2015,2,3,6,186,8198446,232,10,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
Fire Storm Hotel,Bad Magic,8/28/2015,3,3,35,215,2208856,222,10,1,0,1,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
Shoot Out All of Your Lights,Bad Magic,8/28/2015,4,3,14,194,1953899,277,10,1,0,1,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
The Devil,Bad Magic,8/28/2015,5,2,53,173,1765963,164,10,1,0,1,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
Electricity,Bad Magic,8/28/2015,6,2,16,136,2235460,182,10,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,1.00
Evil Eye,Bad Magic,8/28/2015,7,2,20,140,1510504,203,10,1,0,1,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
Teach Them How To Bleed,Bad Magic,8/28/2015,8,3,12,192,1309950,229,10,1,0,1,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
Till The End,Bad Magic,8/28/2015,9,4,5,245,6153997,229,10,1,0,1,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
Tell Me Who To Kill,Bad Magic,8/28/2015,10,2,57,177,1466625,212,10,1,0,1,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
Choking On Your Screams ,Bad Magic,8/28/2015,11,3,32,212,1138241,202,10,1,0,1,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
When The Sky Comes Looking For You,Bad Magic,8/28/2015,12,2,58,178,2521421,186,10,1,0,1,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,1.00
Sympathy For The Devil,Bad Magic,8/28/2015,13,5,24,324,17569905,319,10,1,0,1,1,0,1,0,,1,0,0,0,0,0,1,0,0,1,11/28/1969,"16,709.00",45.78,UDR,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,0,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,0,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
,,,,,,0,,,,,,,,,,,,1,,0,,0,0,1,0,,,,,,,,
